N,D,step,val_prose,val_academic,val_dialogue,val_symbolic,val_internet,r_academic,r_prose,r_dialogue,r_symbolic,r_internet,loss
410000000,30000000000,22000,0,0,0,0,1,0,0.1875,0,0.0625,0.75,3.17102320715602
410000000,30000000000,14000,0,0,0,1,0,0,0.1875,0,0.0625,0.75,1.5975603376116072
410000000,30000000000,9000,0,0,0,1,0,0.5,0,0,0.125,0.375,1.5768607003348214
410000000,30000000000,30000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.344567265070922
410000000,30000000000,30000,0,0,1,0,0,0,0.09375,0.09375,0.0625,0.75,2.998612253289474
410000000,30000000000,20000,0,0,1,0,0,0.5,0.1875,0.0625,0.25,0,2.5774951171875
410000000,30000000000,16000,0,1,0,0,0,0.125,0,0,0.125,0.75,2.4508124457465277
410000000,30000000000,16000,0,0,0,0,1,0.125,0.09375,0.03125,0,0.75,2.3140945968094404
410000000,30000000000,12000,0,0,1,0,0,0.5,0.1875,0,0.125,0.1875,3.9269903273809526
410000000,30000000000,14000,0,1,0,0,0,0.125,0,0.0625,0.0625,0.75,3.6500150240384617
410000000,30000000000,12000,0,1,0,0,0,0.125,0.1875,0.0625,0.25,0.375,2.787448747783688
410000000,30000000000,9000,0,1,0,0,0,0,0.09375,0.03125,0.125,0.75,3.351297260802469
410000000,30000000000,9000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,2.950881495620265
410000000,30000000000,30000,1,0,0,0,0,0.0625,0,0.0625,0.125,0.75,3.143283420138889
410000000,30000000000,30000,0,0,1,0,0,0.125,0,0,0.125,0.75,3.117854420731707
410000000,30000000000,30000,1,0,0,0,0,0,0.09375,0.09375,0.0625,0.75,3.05126953125
410000000,30000000000,18000,1,0,0,0,0,0.5,0.09375,0.0625,0.25,0.09375,3.4706624348958335
410000000,30000000000,30000,0,1,0,0,0,0.0625,0,0.0625,0.125,0.75,2.9587796118951615
410000000,30000000000,22000,0,0,0,0,1,0.125,0.09375,0.03125,0,0.75,2.823453608247423
410000000,30000000000,27000,0,0,1,0,0,0.5,0.1875,0.0625,0.0625,0.1875,2.892316120426829
410000000,30000000000,18000,0,0,1,0,0,0.0625,0,0.0625,0.125,0.75,2.9310689786585367
410000000,30000000000,18000,0,1,0,0,0,0.0625,0,0.0625,0.125,0.75,3.303515625
410000000,30000000000,12000,0,0,0,0,1,0.25,0,0,0,0.75,3.288954454787234
410000000,30000000000,27000,0,0,1,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.4771205357142856
410000000,30000000000,30000,0,0,0,0,1,0,0.09375,0.09375,0.0625,0.75,3.0032205784574466
410000000,30000000000,18000,0,0,1,0,0,0.5,0.1875,0,0.125,0.1875,3.2581380208333335
410000000,30000000000,27000,0,0,1,0,0,0.125,0,0.0625,0.0625,0.75,2.7307942708333335
410000000,30000000000,9000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,3.0029296875
410000000,30000000000,18000,0,1,0,0,0,0.125,0,0.0625,0.0625,0.75,3.037991431451613
410000000,30000000000,12000,0,1,0,0,0,0.0625,0.09375,0.03125,0.0625,0.75,2.346886837121212
410000000,30000000000,10000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,3.331470630787037
410000000,30000000000,12000,0,1,0,0,0,0.5,0.1875,0.0625,0.25,0,3.722430889423077
410000000,30000000000,10000,1,0,0,0,0,0.0625,0,0.0625,0.125,0.75,3.5188524199695124
410000000,30000000000,10000,0,0,0,0,1,0.125,0,0.0625,0.0625,0.75,3.4432250076781328
410000000,30000000000,14000,0,1,0,0,0,0,0.09375,0.03125,0.125,0.75,3.2139440465856484
410000000,30000000000,24000,0,1,0,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.5467166385135136
410000000,30000000000,9000,1,0,0,0,0,0.25,0.1875,0.0625,0.125,0.375,3.5069118592797257
410000000,30000000000,14000,1,0,0,0,0,0.5,0.09375,0.09375,0.125,0.1875,3.51654052734375
410000000,30000000000,12000,0,1,0,0,0,0.125,0,0,0.125,0.75,2.9013803842905403
410000000,30000000000,10000,0,0,0,1,0,0,0,0,0.25,0.75,1.4285804655870444
410000000,30000000000,18000,1,0,0,0,0,0.25,0,0,0,0.75,3.3198822765815548
410000000,30000000000,9000,0,0,1,0,0,0,0.1875,0,0.0625,0.75,3.366115663109756
410000000,30000000000,30000,0,0,0,0,1,0.5,0.09375,0.0625,0.25,0.09375,2.2717916848776225
410000000,30000000000,12000,0,0,1,0,0,0.5,0.1875,0.09375,0.125,0.09375,3.1422526041666665
410000000,30000000000,24000,0,0,0,0,1,0.0625,0.09375,0.09375,0,0.75,2.8145789706829896
410000000,30000000000,12000,0,0,1,0,0,0.5,0.1875,0.0625,0.0625,0.1875,3.0867473323170733
410000000,30000000000,14000,0,0,0,0,1,0,0.09375,0.03125,0.125,0.75,3.2463513962765957
410000000,30000000000,27000,0,0,1,0,0,0.0625,0.1875,0,0,0.75,2.654443359375
410000000,30000000000,16000,0,1,0,0,0,0,0.1875,0.0625,0,0.75,3.1567488305362654
410000000,30000000000,18000,0,1,0,0,0,0.5,0.09375,0.0625,0.25,0.09375,1.9627297141335227
410000000,30000000000,22000,0,0,0,0,1,0.125,0.1875,0.0625,0.25,0.375,3.2850878666308354
410000000,30000000000,24000,0,1,0,0,0,0.125,0,0.0625,0.0625,0.75,3.4754356971153846
410000000,30000000000,9000,0,1,0,0,0,0.5,0.09375,0.03125,0,0.375,3.8191856971153846
410000000,30000000000,10000,0,0,1,0,0,0.5,0.09375,0.09375,0.125,0.1875,3.091122581845238
410000000,30000000000,20000,1,0,0,0,0,0.5,0,0,0.125,0.375,3.3893229166666665
410000000,30000000000,22000,0,1,0,0,0,0.25,0.1875,0.0625,0.125,0.375,3.433819110576923
410000000,30000000000,10000,0,0,1,0,0,0.5,0.1875,0.0625,0.0625,0.1875,3.5070415296052633
410000000,30000000000,14000,1,0,0,0,0,0.0625,0,0.0625,0.125,0.75,3.5798543294270835
410000000,30000000000,12000,0,0,0,1,0,0,0.1875,0.0625,0,0.75,2.6803152901785716
410000000,30000000000,14000,0,0,1,0,0,0.5,0,0.0625,0.25,0.1875,2.666713169642857
410000000,30000000000,30000,0,1,0,0,0,0,0,0,0.25,0.75,3.299473916330645
410000000,30000000000,14000,0,0,1,0,0,0.5,0,0,0.125,0.375,3.291015625
410000000,30000000000,10000,0,0,1,0,0,0.5,0.09375,0.0625,0.25,0.09375,3.5554070723684212
410000000,30000000000,18000,1,0,0,0,0,0.125,0.1875,0.0625,0.25,0.375,3.203884548611111
410000000,30000000000,22000,0,1,0,0,0,0.5,0,0.0625,0.25,0.1875,2.1981178566261574
410000000,30000000000,10000,0,1,0,0,0,0.125,0,0,0.125,0.75,2.315017237807765
410000000,30000000000,30000,1,0,0,0,0,0,0.09375,0.03125,0.125,0.75,3.0518120659722223
410000000,30000000000,20000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.7255463471283785
410000000,30000000000,24000,0,1,0,0,0,0.0625,0.1875,0,0,0.75,2.1644786487926138
410000000,30000000000,24000,0,0,1,0,0,0.5,0.09375,0.09375,0.125,0.1875,3.1697162828947367
410000000,30000000000,30000,0,1,0,0,0,0.0625,0.1875,0,0,0.75,3.1501953125
410000000,30000000000,30000,0,1,0,0,0,0,0.1875,0,0.0625,0.75,2.540810324928977
410000000,30000000000,16000,0,1,0,0,0,0,0.1875,0.0625,0,0.75,2.729103781960227
410000000,30000000000,30000,0,0,0,0,1,0.0625,0.09375,0.09375,0,0.75,2.9946018949468085
410000000,30000000000,9000,0,0,1,0,0,0.125,0,0.0625,0.0625,0.75,3.1029439786585367
410000000,30000000000,12000,0,1,0,0,0,0.5,0.1875,0.09375,0.125,0.09375,3.7158954326923075
410000000,30000000000,30000,0,1,0,0,0,0.125,0,0,0.125,0.75,2.852995841733871
410000000,30000000000,27000,0,0,0,0,1,0,0.1875,0,0.0625,0.75,3.0454704122340424
410000000,30000000000,16000,0,0,0,0,1,0.5,0.09375,0.0625,0.25,0.09375,3.558116266124079
410000000,30000000000,22000,0,1,0,0,0,0.5,0.1875,0.0625,0.25,0,3.008203125
410000000,30000000000,24000,1,0,0,0,0,0.5,0.1875,0.0625,0.25,0,3.2284071180555554
410000000,30000000000,12000,0,0,1,0,0,0.125,0.1875,0.0625,0.25,0.375,3.1578776041666665
410000000,30000000000,24000,0,0,0,0,1,0.5,0,0,0.125,0.375,3.260853760365479
410000000,30000000000,20000,0,1,0,0,0,0.5,0.1875,0,0.125,0.1875,1.9495646158854167
410000000,30000000000,9000,0,1,0,0,0,0.125,0.09375,0.03125,0,0.75,2.7978861923758864
410000000,30000000000,16000,0,0,0,1,0,0.25,0.09375,0.03125,0.25,0.375,1.4683053152901786
410000000,30000000000,14000,0,1,0,0,0,0.5,0,0.0625,0.0625,0.375,2.019222375118371
410000000,30000000000,22000,0,0,0,0,1,0.5,0.09375,0.0625,0.25,0.09375,3.3986328125
410000000,30000000000,10000,1,0,0,0,0,0.5,0.1875,0.09375,0.125,0.09375,3.5070592368521343
410000000,30000000000,14000,0,1,0,0,0,0,0.09375,0.09375,0.0625,0.75,3.59375
410000000,30000000000,22000,0,0,0,1,0,0.5,0.1875,0.0625,0.0625,0.1875,1.5319562639508928
410000000,30000000000,12000,1,0,0,0,0,0,0.09375,0.09375,0.0625,0.75,3.2784288194444446
410000000,30000000000,10000,0,0,1,0,0,0.5,0.09375,0.03125,0,0.375,2.862392578125
410000000,30000000000,30000,0,0,0,0,1,0.5,0,0.0625,0.25,0.1875,3.312749539312039
410000000,30000000000,27000,0,0,0,0,1,0.5,0,0,0.125,0.375,2.2154822716346154
410000000,30000000000,14000,0,1,0,0,0,0.5,0,0.0625,0.0625,0.375,2.6828481313344597
410000000,30000000000,20000,0,0,0,0,1,0.0625,0.09375,0.09375,0,0.75,3.205327664312039
410000000,30000000000,20000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,2.318834846402392
410000000,30000000000,12000,0,1,0,0,0,0,0,0,0.25,0.75,3.1775760135135136
410000000,30000000000,30000,0,0,0,0,1,0.25,0.09375,0.03125,0.25,0.375,2.857492348582474
410000000,30000000000,9000,0,0,1,0,0,0.5,0.09375,0.0625,0.25,0.09375,3.5934930098684212
410000000,30000000000,16000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,2.4799977836879434
410000000,30000000000,27000,0,1,0,0,0,0.0625,0.1875,0,0,0.75,3.510066105769231
410000000,30000000000,14000,0,1,0,0,0,0.25,0.09375,0.03125,0.25,0.375,2.1200543027935606
410000000,30000000000,30000,0,1,0,0,0,0.5,0,0.0625,0.0625,0.375,2.6396641885080645
410000000,30000000000,16000,0,1,0,0,0,0.5,0,0,0.125,0.375,2.6478634396114864
410000000,30000000000,24000,0,1,0,0,0,0.25,0,0,0,0.75,3.4749849759615383
410000000,30000000000,14000,0,0,1,0,0,0.5,0,0,0.125,0.375,3.7253534226190474
410000000,30000000000,24000,0,0,1,0,0,0.0625,0,0.0625,0.125,0.75,2.628208705357143
410000000,30000000000,27000,1,0,0,0,0,0.5,0.1875,0.09375,0.125,0.09375,3.145236545138889
410000000,30000000000,12000,0,1,0,0,0,0.5,0.09375,0.03125,0,0.375,2.931451612903226
410000000,30000000000,18000,1,0,0,0,0,0.5,0.09375,0.03125,0,0.375,3.2438151041666665
410000000,30000000000,22000,1,0,0,0,0,0.5,0,0.0625,0.0625,0.375,3.354609791825457
410000000,30000000000,22000,0,1,0,0,0,0.5,0.1875,0,0.125,0.1875,2.2073514961902005
410000000,30000000000,12000,0,0,1,0,0,0.5,0.1875,0.0625,0.25,0,3.1563929115853657
410000000,30000000000,24000,0,0,0,1,0,0.125,0,0.0625,0.0625,0.75,1.5379289899553572
410000000,30000000000,22000,0,0,0,0,1,0,0.09375,0.03125,0.125,0.75,2.1977470771416083
410000000,30000000000,14000,0,1,0,0,0,0,0.1875,0.0625,0,0.75,3.6439453125
410000000,30000000000,27000,0,0,0,1,0,0.25,0.1875,0.0625,0.125,0.375,1.3005015261260122
410000000,30000000000,9000,0,0,1,0,0,0.25,0.1875,0.0625,0.125,0.375,3.297572544642857
410000000,30000000000,22000,0,1,0,0,0,0.5,0.09375,0.0625,0.25,0.09375,2.9791015625
410000000,30000000000,30000,0,0,0,1,0,0.5,0.1875,0.0625,0.25,0,1.1988184384488867
410000000,30000000000,18000,0,0,0,0,1,0.0625,0.09375,0.03125,0.0625,0.75,3.222416308353808
410000000,30000000000,22000,1,0,0,0,0,0.5,0.09375,0.09375,0.125,0.1875,3.2367621527777777
410000000,30000000000,12000,0,1,0,0,0,0.0625,0.1875,0,0,0.75,2.9961069467905403
